1345 100
/location/country/form_of_government	0.107203335,-0.15373626,0.100235336,0.059983987,0.021483958,0.066991694,0.27715507,-0.10615332,-0.002826234,-0.060042467,-0.048249293,-0.00030692358,-0.048795167,-0.0146588925,-0.025179662,0.022883043,0.088713214,-0.0122856535,0.010042882,-0.098319754,0.072158605,-0.08380496,0.11665283,-0.16979828,-0.17713939,-0.057638448,0.011754804,-0.052285556,-0.013784048,0.050393447,-0.0033090028,0.08890773,0.06996226,0.089300275,0.13539429,0.14784153,0.13395123,0.083234444,0.0018019124,0.023935372,0.19028167,0.14693838,-0.0076101604,0.06652556,-0.11797415,0.0679882,0.08828996,0.076477386,-0.10634953,0.009168402,0.016080279,-0.070277944,0.021093769,0.23108882,-0.07516197,0.16156207,0.06422904,0.03292557,-0.0789682,0.106840506,-0.040763512,0.08772484,0.17653583,0.010928022,-0.017867075,-0.09043266,-0.011882334,-0.04675467,0.0905707,-0.10606107,0.024131756,-0.040813863,0.02477627,-0.07853367,-0.2042705,0.10560074,0.15469529,-0.034816645,0.021403,-0.0036296274,0.13509598,-0.06881692,0.050883703,0.193997,0.19558036,0.103545,0.0022404955,0.25163075,-0.08633211,0.118188,-0.14582838,0.11040907,-0.014843182,0.12410807,-0.024491051,-0.07328265,-0.10080039,-0.08248196,-0.04314527,-0.028132174
/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	0.084163606,0.12878296,0.24876454,-0.0010846083,-0.12471406,0.08428217,-0.019137276,-0.027673597,0.021756921,0.023117991,0.11855288,-0.12795085,-0.10244262,0.03204275,-0.113020465,-0.018711815,0.04306739,-0.024004644,-0.06184387,0.025682041,-0.06891955,-0.12666564,0.010624254,0.048231862,-0.28311676,0.10602054,0.004164319,0.103169486,0.005634111,0.032128632,0.05069045,0.13267891,0.13119166,0.010531889,0.16249679,-0.06763883,0.17654502,-0.087935664,-0.06516261,-0.17496097,-0.052450012,0.026796872,0.20010665,0.0106169125,-0.08417579,0.13381396,-0.054415356,0.029839702,-0.040200725,0.08477824,0.049279366,-0.034252312,0.20119186,-0.23615861,0.14171487,0.16065569,0.044217136,0.006816148,-0.11409696,0.09988573,0.0070759594,0.0051297746,-0.007008964,-0.05721708,0.12615667,-0.037881467,-0.07744639,0.05299211,-0.061935432,0.18555988,-0.039506946,0.06485769,0.026030343,0.027580762,0.0006473716,0.04032794,-0.025415,0.028363245,0.008166316,0.07481163,0.14281811,-0.030103251,0.01583058,-0.019737236,0.0029234176,0.114308484,0.08556376,0.17321433,0.023280034,0.061185785,0.03457983,-0.076399066,-0.03468522,-0.3360474,0.010125674,-0.07982193,-0.023358362,-0.08784997,0.055213273,-0.045630675
/media_common/netflix_genre/titles	-0.13543315,-0.016668543,0.06671231,-0.06737996,-0.19517396,0.09241192,-0.08738209,-0.023641786,-0.10485655,0.07359536,0.15166342,0.014718741,-0.19618236,0.06350727,0.047707208,0.0618649,0.08198165,-0.048486788,0.03583705,0.111120194,0.13896926,0.11232905,-0.03308334,-0.00644994,-0.1272436,0.06255762,-0.14711191,0.111351304,0.032231886,-0.025112692,-0.056440458,-0.14918493,0.03562009,0.039146584,-0.060627304,-0.031103818,-0.0064296946,-0.24875431,0.020970631,0.09866307,0.11996854,-0.07369586,-0.08425566,0.10907428,0.029643176,-0.06630443,-0.059279066,0.23957007,-0.043846186,-0.016499558,0.13506198,-0.069279894,0.061726607,0.17809625,-0.051483374,0.023322929,0.09546368,-0.03299268,0.0011810856,0.02282683,0.010293483,0.083306305,0.015038551,-0.071401864,-0.24763128,-0.07264944,0.04080991,0.22761007,0.07968133,-0.09622461,-0.08242964,-0.011759148,0.081379496,0.07024331,-0.087411374,0.080072075,-0.0021387832,-0.19005428,-0.086733595,0.12453079,0.0028420012,-0.03154563,-0.0369766,-0.053316794,-0.07337931,-0.2669056,0.11747402,0.1433262,0.08348258,0.16163875,0.055100847,0.07648568,0.088557854,-0.010046844,0.033293482,0.06970661,0.05176326,-0.02247363,-0.09127907,0.04307544
/award/award_winner/awards_won./award/award_honor/award_winner	0.26454467,0.12828088,-0.025219142,-0.06428104,0.0033948137,0.0014476118,0.0866198,0.04345662,-0.1002224,-0.013369044,-0.19146563,0.060738105,0.02437391,0.07144459,-0.1729258,0.12840733,-0.072181016,0.14905798,0.14227457,-0.15225737,0.1289264,0.12535125,-0.014438993,0.07506961,-0.19251439,-0.078874335,0.027862946,-0.092949696,-0.08893719,0.055733554,-0.14245746,-0.02337807,-0.09732361,-0.00071899954,-0.14347617,0.22394326,-0.1003899,-0.011860671,0.050914925,0.0045352704,-0.09047571,0.052810293,0.09369979,-0.11787133,-0.095949054,-0.17133765,-0.13066302,0.025471238,0.019426594,0.05110233,0.072851524,-0.18095131,-0.05310326,0.16027617,0.10135799,-0.01210697,0.026993178,0.11123558,-0.040147685,0.1380845,0.052272484,0.009345314,-0.084764965,-0.024891656,0.008519537,0.025062716,-0.004992215,0.022999058,-0.1300599,0.20969647,0.10238365,-0.012120325,0.030030448,0.0020088234,-0.01553022,-0.035930175,-0.05358788,0.035379812,-0.032815173,-0.034198504,-0.00051651435,-0.112720706,0.031598363,-0.22059211,-0.17256024,-0.19348635,-0.021301577,0.018325089,0.033269003,-0.102162994,0.14914879,-0.14053941,-0.087342955,-0.0660301,-0.01077631,0.011184749,0.09868823,-0.0051936633,-0.06305039,-0.08301202
/soccer/football_team/current_roster./sports/sports_team_roster/position	-0.03412874,-0.10143483,0.01286789,0.00046230547,-0.08017969,-0.07049133,0.03478064,0.013881801,-0.02178074,0.13084081,0.03058355,-0.004554213,0.13504413,-0.011636322,-0.097197466,0.06744045,0.013217229,0.0426218,-0.154624,-0.11784649,-0.110672295,-0.01861498,-0.28079647,-0.04093967,0.18076047,0.04376596,0.036454026,0.0008244008,0.061558302,-0.21746585,0.050810885,-0.051510204,-0.05439201,0.029353417,-0.0018028686,-0.08052053,0.1539954,-0.07071964,-0.076558255,0.05403106,-0.035636935,0.001114028,0.003660192,-0.18461047,-0.06251264,-0.10631547,0.0033745936,-0.09949776,-0.033783473,-0.12643254,-0.16818227,-0.09238909,0.12701084,0.08861607,0.22962478,-0.039329194,-0.13665631,-0.0768542,-0.088064104,0.13735908,-0.09920559,-0.17305471,0.11121743,-0.101176985,-0.18538113,0.04195145,-0.00023954107,-0.07118893,-0.044728108,0.038017437,-0.008104148,-0.110195585,0.040234864,-0.06259914,0.021327995,0.24314904,-0.048665617,-0.116608456,0.075276025,0.096575744,-0.012402605,-0.22560927,0.060111873,0.054477952,-0.04320205,0.22360997,-0.0015050663,-0.07553339,0.02547211,0.05814753,-0.08035944,0.14670953,0.15588906,0.02081491,0.009908865,0.10633588,0.0021971415,-0.10850563,0.110455014,-0.043540932
/sports/sports_position/players./soccer/football_roster_position/team	-0.06380374,-0.020603249,-0.042228945,0.0073135337,0.066382885,0.06760467,-0.0013485095,0.0064919074,0.0705666,0.016789673,0.00082001305,-0.02471133,-0.0854659,-0.10975748,-0.022828177,-0.10392746,0.115498826,-0.013093812,0.17584309,0.13575985,-0.22373192,-0.005031556,-0.010239605,0.31740022,0.10641514,0.03288836,0.033018515,0.2676746,-0.20260517,0.051415026,-0.1484207,-0.07541798,0.08417239,-0.06711178,-0.006316673,0.11852905,0.044297617,0.048294444,0.14324391,-0.038871564,0.06284081,-0.0438589,-0.12242904,-0.15434484,0.017938493,0.025845876,-0.1671184,0.07617631,0.061219245,-0.027227577,0.033672567,0.22930439,0.022909667,-0.039985232,0.01560684,-0.017278947,-0.09113582,-0.032879177,-0.059253674,0.070961215,-0.19279882,0.05791545,0.14783257,0.04705208,-0.15330166,-0.0541805,-0.12228605,0.12032347,-0.026265355,0.011035655,0.08976222,0.13740191,-0.034314744,0.0068494044,-0.082792744,0.016141826,-0.014093279,-0.01662126,-0.018533569,0.022303782,-0.0016222482,-0.1686252,-0.009245254,0.1390089,-0.034090865,0.0014692087,-0.07552478,0.15077217,-0.055442568,0.021863595,-0.06953562,0.05836501,-0.024293218,-0.049731113,-0.07787283,-0.10308709,-0.19419396,-0.046348322,0.0067693302,-0.25376767
/government/political_district/representatives./government/government_position_held/legislative_sessions	0.07588623,-0.0018444782,0.0641901,-0.0032714787,0.019734867,0.025701342,-0.10204914,-0.13753703,-0.19553015,-0.1296915,-0.0347044,-0.062277492,0.13891518,0.07961586,-0.13185401,-0.037540104,0.037223145,0.02796662,0.2249211,0.023411114,0.13182305,0.12225798,-0.0026124667,0.1416203,0.013686658,-0.067492954,-0.022142034,-0.053596713,0.11237753,0.17389467,0.18614654,0.02123087,0.011971356,-0.10406688,0.01610307,-0.2078437,0.008593042,0.14380412,0.03374789,-0.029786708,0.02421544,-0.0043025976,-0.040141374,-0.04670119,-0.0012886381,-0.031870898,0.030977963,0.08666196,0.00904719,0.0380375,0.034605715,0.01610396,0.11388193,-0.053778883,-0.06043479,0.039491575,0.023837496,-0.0067373225,-0.09451215,-0.027378896,-0.12562837,0.01843888,-0.08944063,0.24141638,0.021336813,0.07977465,-0.222129,-0.08328824,0.06105426,0.17457296,0.081526056,0.067937635,-0.10610857,0.1031438,0.08081035,-0.13757,0.13681564,0.050850216,-0.07129169,0.078108825,-0.07778563,0.037483416,-0.3779481,-0.12881729,-0.052361593,0.0390717,0.072338454,0.09011226,-0.124799624,0.07072402,0.053540938,-0.10633091,0.13079059,0.048074566,-0.10534678,-0.106967136,-0.0521921,0.024209153,-0.023059828,-0.045509513
/film/film/starring./film/performance/actor	0.06159016,0.035369437,-0.2502428,0.075561576,-0.12632647,-0.16670978,-0.083676286,-0.14155085,-0.096101746,-0.18668461,-0.11924856,-0.031613745,-0.023415051,0.030484093,0.24618945,-0.12919325,0.072545245,0.092957996,-0.08063248,-0.08922556,-0.048881218,-0.11765395,-0.070382826,0.07881261,-0.10526488,0.015090647,-0.14350136,-0.017306441,-0.00039400018,0.012590457,-0.091127865,0.045996293,-0.036291733,-0.022066373,-0.019425394,-0.09814454,0.058970105,0.004615552,0.041731823,0.025922352,0.1280636,0.10140909,-0.180597,-0.06494176,-0.124020234,-0.030145185,-0.0254874,0.23822124,-0.25402385,-0.12885411,0.0008208985,0.116918966,-0.078325965,0.07612101,0.056721535,0.027958969,-0.06311087,-0.05213133,0.06887774,0.023264017,0.02987663,-0.04914074,-0.042859823,-0.06898626,-0.025381885,0.023318056,-0.084077366,0.209366,0.08939698,0.052120414,-0.21605924,-0.01696305,0.014305554,-0.026107885,-0.032440495,0.03895623,-0.07391644,0.026213784,-0.0619587,0.008947686,-0.0792726,-0.13933134,-0.097881936,0.013741892,0.048814636,-0.0029387304,-0.0074221054,0.16770309,0.014448915,-0.05466098,0.0020637226,-0.08490066,-0.26024595,0.15332887,-0.1688404,-0.06633215,-0.039202772,0.039064184,0.1153582,-0.050826576
/soccer/football_team/current_roster./soccer/football_roster_position/position	0.14210372,-0.111582935,0.04512196,-0.059360135,0.0740964,-0.15525901,-0.06657439,-0.057269555,0.04968191,0.062638134,0.05678776,0.122589774,-0.010038565,0.15213075,0.18914235,0.03854728,0.18255033,-0.03151674,0.001995997,-0.045032267,-0.078162886,0.050607335,0.08689626,0.20015118,0.06340144,0.08654291,0.034247912,0.07392246,-0.101569936,0.020487117,-0.0065144533,-0.06321224,-0.06297655,0.16387461,0.0017424192,-0.044244442,0.14275883,0.011068543,0.07937295,0.10572694,-0.025397295,0.17710379,-0.13183402,0.14847656,-0.0729335,0.106459536,0.0020369126,0.26641336,0.10043805,0.054832414,-0.18556604,-0.12457423,0.2782331,-0.1599421,-0.024145648,0.048641015,-0.020938465,0.03661039,-0.078198425,-0.0046679773,-0.06133254,-0.1084664,0.09826211,-0.10011437,-0.033405818,0.029022573,-0.03103363,-0.023270307,-0.04933599,0.09027757,-0.08312968,0.031555,0.10487745,0.020493349,-0.05684957,0.06516333,-0.15854298,-0.027737584,0.07353633,-0.055549566,-0.020031959,-0.122080915,-0.053983912,0.002509073,0.059845805,-0.00013859401,0.2568201,-0.16425677,-0.043459333,0.095745474,0.09287987,0.110025115,-0.08970538,-0.03543551,0.18402822,0.011584588,0.052068543,-0.03794045,0.0870035,0.044278312
/film/actor/film./film/performance/film	-0.011124831,-0.062454943,-0.21901265,0.051275536,-0.07711773,-0.065264225,-0.07469552,0.03276559,-0.12126154,-0.047082968,-0.08640184,0.076831065,0.033549562,-0.05072347,0.15420964,-0.03159803,0.040291864,0.09303776,0.12453431,0.00027558158,-0.13252665,-0.0013979507,-0.096526586,-0.06302453,-0.025346497,-0.04405595,0.04315211,-0.020556139,0.09146304,-0.08151279,0.31292242,0.0034819257,0.124499254,0.03078635,-0.039711453,0.031856984,-0.13224134,-0.09039804,-0.24254145,-0.04934345,0.11930103,-0.037549153,-0.21397054,-0.0753399,-0.017227132,-0.104255974,0.040503915,0.06513892,0.4283947,-0.06391968,-0.12714235,0.005156546,0.12456399,0.02018319,-0.043583266,0.06425691,-0.10726401,0.07181994,-0.041344136,0.003971667,-0.029272772,0.013704313,-0.09499908,-0.06173156,-0.06783378,0.06601312,-0.057598878,0.08545739,0.030513594,-0.14511622,0.13970882,0.11921231,0.071189664,0.061661568,0.02176418,0.10773329,0.1313497,-0.009090087,-0.057714712,0.019715846,-0.06700631,-0.11712677,-0.06793596,0.011300146,-0.020157687,0.07493315,-0.08801063,-0.06449745,-0.12994842,0.042303305,0.038656835,0.003832943,-0.25696644,-0.004532491,-0.053262074,-0.050358083,-0.017368076,0.019317904,-0.06894305,-0.002910539
